country_context,sector,standardized_role,wage_floor_proxy_usd_month,automation_exposure_score,youth_neet_rate_pct,internet_penetration_pct,youth_literacy_rate_pct,informal_employment_pct,youth_unemployment_signal,sector_growth_signal,digital_readiness_signal,education_quality_signal,informality_signal,value_type,source_dataset,source_url_or_note,year,data_quality_flag,official_country_min_wage_value,official_country_min_wage_currency,official_country_min_wage_year,official_country_min_wage_note,official_country_min_wage_source,official_country_min_wage_source_url,official_occupation_monthly_earnings_value,official_occupation_monthly_earnings_currency,official_occupation_monthly_earnings_year,official_occupation_group,official_occupation_quality_note,official_occupation_note,official_occupation_source,official_occupation_source_url
Ghana,Digital Services,Device Repair Technician,180.0,0.22,23.91,72.17569733,91.5100021362305,,"Ghana youth NEET 23.91% (World Bank API / ILOSTAT LFS, 2024)",Device servicing remains a reachable urban and peri-urban entry pathway as smartphone dependence rises.,"Internet use 72.18% of population (World Bank API / ITU, 2024); device and bandwidth constraints remain uneven by locality","Youth literacy 91.51% (World Bank API / UNESCO UIS, 2021); credentials still under-signal practical competencies",Repair work is often split between informal neighborhood service and small formal shops.,mixed_real_api_and_benchmark,World Bank API (ILOSTAT LFS / ITU / UNESCO UIS) / Frey-Osborne / ILOSTAT Earnings API,"NEET 23.91 (2024): https://api.worldbank.org/v2/country/GH/indicator/SL.UEM.NEET.ZS?format=json | Internet 72.17569733 (2024): https://api.worldbank.org/v2/country/GH/indicator/IT.NET.USER.ZS?format=json | Youth literacy 91.5100021362305 (2021): https://api.worldbank.org/v2/country/GH/indicator/SE.ADT.1524.LT.ZS?format=json | Automation benchmark: Frey & Osborne (2017) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 207.640 [Occupation (ISCO-08): 7. Craft and related trades workers] (Currency: U.S. dollars, 2024) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 207.640 [Occupation (ISCO-08): 7. Craft and related trades workers] (Currency: U.S. dollars, 2024) | Youth NEET (% of youth) = 23.91 (2024) [SL.UEM.NEET.ZS, World Bank API, GHA] | Internet penetration (% of population) = 72.18 (2024) [IT.NET.USER.ZS, World Bank API, GHA] | Youth literacy 15-24 (%) = 91.51 (2021) [SE.ADT.1524.LT.ZS, World Bank API, GHA] | GDP per capita (current US$) = 2390.77 (2024) [NY.GDP.PCAP.CD, World Bank API, GHA]",2024,real_country_indicators_plus_direct_ilostat_wages_plus_role_benchmarks,33.249,Currency: U.S. dollars,2024.0,Type of minimum wage: Singular national minimum wage | Currency: GHA - Cedi (GHS) | ILO calculation: Daily figure multiplied by 6 days and 4.33 weeks,ADM - Labour legislation,https://rplumber.ilo.org/data/indicator?id=EAR_INEE_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat,207.64,Currency: U.S. dollars,2024.0,Occupation (ISCO-08): 7. Craft and related trades workers,direct_major_group_usd,Currency: GHA - Cedi (GHS),HIES - Household Income and Expenditure Survey,https://rplumber.ilo.org/data/indicator?id=EAR_EMTA_SEX_OCU_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat
Ghana,Digital Services,Digital Support Assistant,200.0,0.55,23.91,72.17569733,91.5100021362305,,"Ghana youth NEET 23.91% (World Bank API / ILOSTAT LFS, 2024)","Customer chat, commerce support, and platform assistance remain growing youth entry points.","Internet use 72.18% of population (World Bank API / ITU, 2024); device and bandwidth constraints remain uneven by locality","Youth literacy 91.51% (World Bank API / UNESCO UIS, 2021); credentials still under-signal practical competencies",Platform-mediated digital work sits between informal contracts and formal outsourcing.,mixed_real_api_and_benchmark,World Bank API (ILOSTAT LFS / ITU / UNESCO UIS) / Frey-Osborne / ILOSTAT Earnings API,"NEET 23.91 (2024): https://api.worldbank.org/v2/country/GH/indicator/SL.UEM.NEET.ZS?format=json | Internet 72.17569733 (2024): https://api.worldbank.org/v2/country/GH/indicator/IT.NET.USER.ZS?format=json | Youth literacy 91.5100021362305 (2021): https://api.worldbank.org/v2/country/GH/indicator/SE.ADT.1524.LT.ZS?format=json | Automation benchmark: Frey & Osborne (2017) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 156.029 [Occupation (ISCO-08): 4. Clerical support workers] (Currency: U.S. dollars, 2024) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 156.029 [Occupation (ISCO-08): 4. Clerical support workers] (Currency: U.S. dollars, 2024) | Youth NEET (% of youth) = 23.91 (2024) [SL.UEM.NEET.ZS, World Bank API, GHA] | Internet penetration (% of population) = 72.18 (2024) [IT.NET.USER.ZS, World Bank API, GHA] | Youth literacy 15-24 (%) = 91.51 (2021) [SE.ADT.1524.LT.ZS, World Bank API, GHA] | GDP per capita (current US$) = 2390.77 (2024) [NY.GDP.PCAP.CD, World Bank API, GHA]",2024,real_country_indicators_plus_direct_ilostat_wages_plus_role_benchmarks,33.249,Currency: U.S. dollars,2024.0,Type of minimum wage: Singular national minimum wage | Currency: GHA - Cedi (GHS) | ILO calculation: Daily figure multiplied by 6 days and 4.33 weeks,ADM - Labour legislation,https://rplumber.ilo.org/data/indicator?id=EAR_INEE_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat,156.029,Currency: U.S. dollars,2024.0,Occupation (ISCO-08): 4. Clerical support workers,direct_major_group_usd,Currency: GHA - Cedi (GHS),HIES - Household Income and Expenditure Survey,https://rplumber.ilo.org/data/indicator?id=EAR_EMTA_SEX_OCU_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat
Ghana,Financial Services,Mobile Money Agent,150.0,0.18,23.91,72.17569733,91.5100021362305,,"Ghana youth NEET 23.91% (World Bank API / ILOSTAT LFS, 2024)","Agent networks (MTN MoMo, Vodafone Cash) absorb significant informal labor","Internet use 72.18% of population (World Bank API / ITU, 2024); device and bandwidth constraints remain uneven by locality","Youth literacy 91.51% (World Bank API / UNESCO UIS, 2021); credentials still under-signal practical competencies",Predominantly informal,mixed_real_api_and_benchmark,World Bank API (ILOSTAT LFS / ITU / UNESCO UIS) / Frey-Osborne / ILOSTAT Earnings API,"NEET 23.91 (2024): https://api.worldbank.org/v2/country/GH/indicator/SL.UEM.NEET.ZS?format=json | Internet 72.17569733 (2024): https://api.worldbank.org/v2/country/GH/indicator/IT.NET.USER.ZS?format=json | Youth literacy 91.5100021362305 (2021): https://api.worldbank.org/v2/country/GH/indicator/SE.ADT.1524.LT.ZS?format=json | Automation benchmark: Frey & Osborne (2017) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 143.246 [Occupation (ISCO-08): 5. Service and sales workers] (Currency: U.S. dollars, 2024) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 143.246 [Occupation (ISCO-08): 5. Service and sales workers] (Currency: U.S. dollars, 2024) | Youth NEET (% of youth) = 23.91 (2024) [SL.UEM.NEET.ZS, World Bank API, GHA] | Internet penetration (% of population) = 72.18 (2024) [IT.NET.USER.ZS, World Bank API, GHA] | Youth literacy 15-24 (%) = 91.51 (2021) [SE.ADT.1524.LT.ZS, World Bank API, GHA] | GDP per capita (current US$) = 2390.77 (2024) [NY.GDP.PCAP.CD, World Bank API, GHA]",2024,real_country_indicators_plus_direct_ilostat_wages_plus_role_benchmarks,33.249,Currency: U.S. dollars,2024.0,Type of minimum wage: Singular national minimum wage | Currency: GHA - Cedi (GHS) | ILO calculation: Daily figure multiplied by 6 days and 4.33 weeks,ADM - Labour legislation,https://rplumber.ilo.org/data/indicator?id=EAR_INEE_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat,143.246,Currency: U.S. dollars,2024.0,Occupation (ISCO-08): 5. Service and sales workers,direct_major_group_usd,Currency: GHA - Cedi (GHS),HIES - Household Income and Expenditure Survey,https://rplumber.ilo.org/data/indicator?id=EAR_EMTA_SEX_OCU_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat
Ghana,Information & Analytics,Data Analyst,310.0,0.55,23.91,72.17569733,91.5100021362305,,"Ghana youth NEET 23.91% (World Bank API / ILOSTAT LFS, 2024)","Junior analytics demand is growing unevenly through fintech, shared services, and formal employers.","Internet use 72.18% of population (World Bank API / ITU, 2024); device and bandwidth constraints remain uneven by locality","Youth literacy 91.51% (World Bank API / UNESCO UIS, 2021); credentials still under-signal practical competencies",Entry analytics pathways are largely formal and degree-filtered.,mixed_real_api_and_benchmark,World Bank API (ILOSTAT LFS / ITU / UNESCO UIS) / Frey-Osborne / ILOSTAT Earnings API,"NEET 23.91 (2024): https://api.worldbank.org/v2/country/GH/indicator/SL.UEM.NEET.ZS?format=json | Internet 72.17569733 (2024): https://api.worldbank.org/v2/country/GH/indicator/IT.NET.USER.ZS?format=json | Youth literacy 91.5100021362305 (2021): https://api.worldbank.org/v2/country/GH/indicator/SE.ADT.1524.LT.ZS?format=json | Automation benchmark: Frey & Osborne (2017) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 209.407 [Occupation (ISCO-08): 2. Professionals] (Currency: U.S. dollars, 2024) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 209.407 [Occupation (ISCO-08): 2. Professionals] (Currency: U.S. dollars, 2024) | Youth NEET (% of youth) = 23.91 (2024) [SL.UEM.NEET.ZS, World Bank API, GHA] | Internet penetration (% of population) = 72.18 (2024) [IT.NET.USER.ZS, World Bank API, GHA] | Youth literacy 15-24 (%) = 91.51 (2021) [SE.ADT.1524.LT.ZS, World Bank API, GHA] | GDP per capita (current US$) = 2390.77 (2024) [NY.GDP.PCAP.CD, World Bank API, GHA]",2024,real_country_indicators_plus_direct_ilostat_wages_plus_role_benchmarks,33.249,Currency: U.S. dollars,2024.0,Type of minimum wage: Singular national minimum wage | Currency: GHA - Cedi (GHS) | ILO calculation: Daily figure multiplied by 6 days and 4.33 weeks,ADM - Labour legislation,https://rplumber.ilo.org/data/indicator?id=EAR_INEE_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat,209.407,Currency: U.S. dollars,2024.0,Occupation (ISCO-08): 2. Professionals,direct_major_group_usd,Currency: GHA - Cedi (GHS),HIES - Household Income and Expenditure Survey,https://rplumber.ilo.org/data/indicator?id=EAR_EMTA_SEX_OCU_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat
Ghana,Operations,Operations Data Coordinator,220.0,0.81,23.91,72.17569733,91.5100021362305,,"Ghana youth NEET 23.91% (World Bank API / ILOSTAT LFS, 2024)",Admin and records support remains concentrated in urban employers and public-facing services.,"Internet use 72.18% of population (World Bank API / ITU, 2024); device and bandwidth constraints remain uneven by locality","Youth literacy 91.51% (World Bank API / UNESCO UIS, 2021); credentials still under-signal practical competencies","Entry clerical roles are more formal than microenterprise, but screening still excludes informal youth talent.",mixed_real_api_and_benchmark,World Bank API (ILOSTAT LFS / ITU / UNESCO UIS) / Frey-Osborne / ILOSTAT Earnings API,"NEET 23.91 (2024): https://api.worldbank.org/v2/country/GH/indicator/SL.UEM.NEET.ZS?format=json | Internet 72.17569733 (2024): https://api.worldbank.org/v2/country/GH/indicator/IT.NET.USER.ZS?format=json | Youth literacy 91.5100021362305 (2021): https://api.worldbank.org/v2/country/GH/indicator/SE.ADT.1524.LT.ZS?format=json | Automation benchmark: Frey & Osborne (2017) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 156.029 [Occupation (ISCO-08): 4. Clerical support workers] (Currency: U.S. dollars, 2024) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 156.029 [Occupation (ISCO-08): 4. Clerical support workers] (Currency: U.S. dollars, 2024) | Youth NEET (% of youth) = 23.91 (2024) [SL.UEM.NEET.ZS, World Bank API, GHA] | Internet penetration (% of population) = 72.18 (2024) [IT.NET.USER.ZS, World Bank API, GHA] | Youth literacy 15-24 (%) = 91.51 (2021) [SE.ADT.1524.LT.ZS, World Bank API, GHA] | GDP per capita (current US$) = 2390.77 (2024) [NY.GDP.PCAP.CD, World Bank API, GHA]",2024,real_country_indicators_plus_direct_ilostat_wages_plus_role_benchmarks,33.249,Currency: U.S. dollars,2024.0,Type of minimum wage: Singular national minimum wage | Currency: GHA - Cedi (GHS) | ILO calculation: Daily figure multiplied by 6 days and 4.33 weeks,ADM - Labour legislation,https://rplumber.ilo.org/data/indicator?id=EAR_INEE_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat,156.029,Currency: U.S. dollars,2024.0,Occupation (ISCO-08): 4. Clerical support workers,direct_major_group_usd,Currency: GHA - Cedi (GHS),HIES - Household Income and Expenditure Survey,https://rplumber.ilo.org/data/indicator?id=EAR_EMTA_SEX_OCU_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat
Ghana,Financial Services,Finance Operations Associate,260.0,0.98,23.91,72.17569733,91.5100021362305,,"Ghana youth NEET 23.91% (World Bank API / ILOSTAT LFS, 2024)","Formal finance pathways still exist, but access remains filtered by credentials and software fluency.","Internet use 72.18% of population (World Bank API / ITU, 2024); device and bandwidth constraints remain uneven by locality","Youth literacy 91.51% (World Bank API / UNESCO UIS, 2021); credentials still under-signal practical competencies",Finance operations is comparatively formal and strongly credential-screened.,mixed_real_api_and_benchmark,World Bank API (ILOSTAT LFS / ITU / UNESCO UIS) / Frey-Osborne / ILOSTAT Earnings API,"NEET 23.91 (2024): https://api.worldbank.org/v2/country/GH/indicator/SL.UEM.NEET.ZS?format=json | Internet 72.17569733 (2024): https://api.worldbank.org/v2/country/GH/indicator/IT.NET.USER.ZS?format=json | Youth literacy 91.5100021362305 (2021): https://api.worldbank.org/v2/country/GH/indicator/SE.ADT.1524.LT.ZS?format=json | Automation benchmark: Frey & Osborne (2017) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 194.316 [Occupation (ISCO-08): 3. Technicians and associate professionals] (Currency: U.S. dollars, 2024) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 194.316 [Occupation (ISCO-08): 3. Technicians and associate professionals] (Currency: U.S. dollars, 2024) | Youth NEET (% of youth) = 23.91 (2024) [SL.UEM.NEET.ZS, World Bank API, GHA] | Internet penetration (% of population) = 72.18 (2024) [IT.NET.USER.ZS, World Bank API, GHA] | Youth literacy 15-24 (%) = 91.51 (2021) [SE.ADT.1524.LT.ZS, World Bank API, GHA] | GDP per capita (current US$) = 2390.77 (2024) [NY.GDP.PCAP.CD, World Bank API, GHA]",2024,real_country_indicators_plus_direct_ilostat_wages_plus_role_benchmarks,33.249,Currency: U.S. dollars,2024.0,Type of minimum wage: Singular national minimum wage | Currency: GHA - Cedi (GHS) | ILO calculation: Daily figure multiplied by 6 days and 4.33 weeks,ADM - Labour legislation,https://rplumber.ilo.org/data/indicator?id=EAR_INEE_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat,194.316,Currency: U.S. dollars,2024.0,Occupation (ISCO-08): 3. Technicians and associate professionals,direct_major_group_usd,Currency: GHA - Cedi (GHS),HIES - Household Income and Expenditure Survey,https://rplumber.ilo.org/data/indicator?id=EAR_EMTA_SEX_OCU_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat
Ghana,Microenterprise,Microenterprise Operator,140.0,0.1,23.91,72.17569733,91.5100021362305,,"Ghana youth NEET 23.91% (World Bank API / ILOSTAT LFS, 2024)",Phone-first commerce and small-scale trading remain durable entry pathways for youth.,"Internet use 72.18% of population (World Bank API / ITU, 2024); device and bandwidth constraints remain uneven by locality","Youth literacy 91.51% (World Bank API / UNESCO UIS, 2021); credentials still under-signal practical competencies",Small-enterprise and own-account work remain heavily informal in this pathway.,mixed_real_api_and_benchmark,World Bank API (ILOSTAT LFS / ITU / UNESCO UIS) / Frey-Osborne / ILOSTAT Earnings API,"NEET 23.91 (2024): https://api.worldbank.org/v2/country/GH/indicator/SL.UEM.NEET.ZS?format=json | Internet 72.17569733 (2024): https://api.worldbank.org/v2/country/GH/indicator/IT.NET.USER.ZS?format=json | Youth literacy 91.5100021362305 (2021): https://api.worldbank.org/v2/country/GH/indicator/SE.ADT.1524.LT.ZS?format=json | Automation benchmark: Frey & Osborne (2017) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 143.246 [Occupation (ISCO-08): 5. Service and sales workers] (Currency: U.S. dollars, 2024) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 143.246 [Occupation (ISCO-08): 5. Service and sales workers] (Currency: U.S. dollars, 2024) | Youth NEET (% of youth) = 23.91 (2024) [SL.UEM.NEET.ZS, World Bank API, GHA] | Internet penetration (% of population) = 72.18 (2024) [IT.NET.USER.ZS, World Bank API, GHA] | Youth literacy 15-24 (%) = 91.51 (2021) [SE.ADT.1524.LT.ZS, World Bank API, GHA] | GDP per capita (current US$) = 2390.77 (2024) [NY.GDP.PCAP.CD, World Bank API, GHA]",2024,real_country_indicators_plus_direct_ilostat_wages_plus_role_benchmarks,33.249,Currency: U.S. dollars,2024.0,Type of minimum wage: Singular national minimum wage | Currency: GHA - Cedi (GHS) | ILO calculation: Daily figure multiplied by 6 days and 4.33 weeks,ADM - Labour legislation,https://rplumber.ilo.org/data/indicator?id=EAR_INEE_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat,143.246,Currency: U.S. dollars,2024.0,Occupation (ISCO-08): 5. Service and sales workers,direct_major_group_usd,Currency: GHA - Cedi (GHS),HIES - Household Income and Expenditure Survey,https://rplumber.ilo.org/data/indicator?id=EAR_EMTA_SEX_OCU_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat
Ghana,Digital Services,Junior Web Support / No-Code Assistant,240.0,0.21,23.91,72.17569733,91.5100021362305,,"Ghana youth NEET 23.91% (World Bank API / ILOSTAT LFS, 2024)",Entry-level web support and no-code freelancing remain strategic digital growth pathways.,"Internet use 72.18% of population (World Bank API / ITU, 2024); device and bandwidth constraints remain uneven by locality","Youth literacy 91.51% (World Bank API / UNESCO UIS, 2021); credentials still under-signal practical competencies",Freelance and remote web-support work is typically platform-mediated rather than fully formal.,mixed_real_api_and_benchmark,World Bank API (ILOSTAT LFS / ITU / UNESCO UIS) / Frey-Osborne / ILOSTAT Earnings API,"NEET 23.91 (2024): https://api.worldbank.org/v2/country/GH/indicator/SL.UEM.NEET.ZS?format=json | Internet 72.17569733 (2024): https://api.worldbank.org/v2/country/GH/indicator/IT.NET.USER.ZS?format=json | Youth literacy 91.5100021362305 (2021): https://api.worldbank.org/v2/country/GH/indicator/SE.ADT.1524.LT.ZS?format=json | Automation benchmark: Frey & Osborne (2017) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 194.316 [Occupation (ISCO-08): 3. Technicians and associate professionals] (Currency: U.S. dollars, 2024) | ILOSTAT min wage 33.249 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 194.316 [Occupation (ISCO-08): 3. Technicians and associate professionals] (Currency: U.S. dollars, 2024) | Youth NEET (% of youth) = 23.91 (2024) [SL.UEM.NEET.ZS, World Bank API, GHA] | Internet penetration (% of population) = 72.18 (2024) [IT.NET.USER.ZS, World Bank API, GHA] | Youth literacy 15-24 (%) = 91.51 (2021) [SE.ADT.1524.LT.ZS, World Bank API, GHA] | GDP per capita (current US$) = 2390.77 (2024) [NY.GDP.PCAP.CD, World Bank API, GHA]",2024,real_country_indicators_plus_direct_ilostat_wages_plus_role_benchmarks,33.249,Currency: U.S. dollars,2024.0,Type of minimum wage: Singular national minimum wage | Currency: GHA - Cedi (GHS) | ILO calculation: Daily figure multiplied by 6 days and 4.33 weeks,ADM - Labour legislation,https://rplumber.ilo.org/data/indicator?id=EAR_INEE_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat,194.316,Currency: U.S. dollars,2024.0,Occupation (ISCO-08): 3. Technicians and associate professionals,direct_major_group_usd,Currency: GHA - Cedi (GHS),HIES - Household Income and Expenditure Survey,https://rplumber.ilo.org/data/indicator?id=EAR_EMTA_SEX_OCU_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat
Nigeria,Digital Services,Device Repair Technician,140.0,0.22,11.909,41.21139908,81.3600006103516,,"Nigeria youth NEET 11.91% (World Bank API / ILOSTAT LFS, 2024)",Device servicing remains a reachable urban and peri-urban entry pathway as smartphone dependence rises.,"Internet use 41.21% of population (World Bank API / ITU, 2024); device and bandwidth constraints remain uneven by locality","Youth literacy 81.36% (World Bank API / UNESCO UIS, 2024); credentials still under-signal practical competencies",Repair work is often split between informal neighborhood service and small formal shops.,mixed_real_api_and_benchmark,World Bank API (ILOSTAT LFS / ITU / UNESCO UIS) / Frey-Osborne / ILOSTAT Earnings API,"NEET 11.909 (2024): https://api.worldbank.org/v2/country/NG/indicator/SL.UEM.NEET.ZS?format=json | Internet 41.21139908 (2024): https://api.worldbank.org/v2/country/NG/indicator/IT.NET.USER.ZS?format=json | Youth literacy 81.3600006103516 (2024): https://api.worldbank.org/v2/country/NG/indicator/SE.ADT.1524.LT.ZS?format=json | Automation benchmark: Frey & Osborne (2017) | ILOSTAT min wage 43.950 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 49.329 [Occupation (ISCO-08): 7. Craft and related trades workers] (Currency: U.S. dollars, 2024) | ILOSTAT min wage 43.950 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 49.329 [Occupation (ISCO-08): 7. Craft and related trades workers] (Currency: U.S. dollars, 2024) | Youth NEET (% of youth) = 11.91 (2024) [SL.UEM.NEET.ZS, World Bank API, NGA] | Internet penetration (% of population) = 41.21 (2024) [IT.NET.USER.ZS, World Bank API, NGA] | Youth literacy 15-24 (%) = 81.36 (2024) [SE.ADT.1524.LT.ZS, World Bank API, NGA] | GDP per capita (current US$) = 1084.16 (2024) [NY.GDP.PCAP.CD, World Bank API, NGA]",2024,real_country_indicators_plus_direct_ilostat_wages_plus_role_benchmarks,43.95,Currency: U.S. dollars,2024.0,Type of minimum wage: Singular national minimum wage | Currency: NGA - Naira (NGN),ADM - Labour legislation,https://rplumber.ilo.org/data/indicator?id=EAR_INEE_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat,49.329,Currency: U.S. dollars,2024.0,Occupation (ISCO-08): 7. Craft and related trades workers,direct_major_group_usd,Currency: NGA - Naira (NGN),HS - General Household Survey,https://rplumber.ilo.org/data/indicator?id=EAR_EMTA_SEX_OCU_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat
Nigeria,Digital Services,Digital Support Assistant,180.0,0.55,11.909,41.21139908,81.3600006103516,,"Nigeria youth NEET 11.91% (World Bank API / ILOSTAT LFS, 2024)","Customer chat, commerce support, and platform assistance remain growing youth entry points.","Internet use 41.21% of population (World Bank API / ITU, 2024); device and bandwidth constraints remain uneven by locality","Youth literacy 81.36% (World Bank API / UNESCO UIS, 2024); credentials still under-signal practical competencies",Platform-mediated digital work sits between informal contracts and formal outsourcing.,mixed_real_api_and_benchmark,World Bank API (ILOSTAT LFS / ITU / UNESCO UIS) / Frey-Osborne / ILOSTAT Earnings API,"NEET 11.909 (2024): https://api.worldbank.org/v2/country/NG/indicator/SL.UEM.NEET.ZS?format=json | Internet 41.21139908 (2024): https://api.worldbank.org/v2/country/NG/indicator/IT.NET.USER.ZS?format=json | Youth literacy 81.3600006103516 (2024): https://api.worldbank.org/v2/country/NG/indicator/SE.ADT.1524.LT.ZS?format=json | Automation benchmark: Frey & Osborne (2017) | ILOSTAT min wage 43.950 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 49.591 [Occupation (ISCO-08): 4. Clerical support workers] (Currency: U.S. dollars, 2024) | ILOSTAT min wage 43.950 (Currency: U.S. dollars, 2024) | ILOSTAT occupation earnings 49.591 [Occupation (ISCO-08): 4. Clerical support workers] (Currency: U.S. dollars, 2024) | Youth NEET (% of youth) = 11.91 (2024) [SL.UEM.NEET.ZS, World Bank API, NGA] | Internet penetration (% of population) = 41.21 (2024) [IT.NET.USER.ZS, World Bank API, NGA] | Youth literacy 15-24 (%) = 81.36 (2024) [SE.ADT.1524.LT.ZS, World Bank API, NGA] | GDP per capita (current US$) = 1084.16 (2024) [NY.GDP.PCAP.CD, World Bank API, NGA]",2024,real_country_indicators_plus_direct_ilostat_wages_plus_role_benchmarks,43.95,Currency: U.S. dollars,2024.0,Type of minimum wage: Singular national minimum wage | Currency: NGA - Naira (NGN),ADM - Labour legislation,https://rplumber.ilo.org/data/indicator?id=EAR_INEE_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat,49.591,Currency: U.S. dollars,2024.0,Occupation (ISCO-08): 4. Clerical support workers,direct_major_group_usd,Currency: NGA - Naira (NGN),HS - General Household Survey,https://rplumber.ilo.org/data/indicator?id=EAR_EMTA_SEX_OCU_CUR_NB_A&lang=en&type=label&latestyear=TRUE&format=.csv&channel=ilostat
